POS,Name,B,T,BABIP,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BBT,GBT,FBT,STU vL,MOV vL,CON vL_1,PBABIP vL,HRA vL,STU vR,MOV vR,CON vR_1,PBABIP vR,HRA vR,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,SPE,STE,SR,RUN,ACT,CID,CTier,L10,BUY,SELL,Lock,VAR,VLvl
RP,Tyler Holton,L,L,18,18,20,24,10,17,21,18,20,24,10,17,21,Normal,Spray,Spray,65,79,88,97,70,67,79,90,95,72,21,56,3,3,1,27,30,50,15,35,9,26,70,-,50,-,-,-,16,-,-,19,20,14,22,No,82415,Bronze,37,0,34,Yes,N,0
DH,Sam Horn,L,L,54,20,18,20,110,49,15,62,47,74,128,94,33,Flyball,Spray,Spray,1,1,1,1,1,1,2,1,5,1,1,5,-,-,-,21,22,23,26,5,5,8,-,-,-,-,-,-,-,-,-,5,1,1,26,No,83604,Bronze,28,0,30,No,N,0
3B,Andy Ibanez,R,R,69,73,83,80,84,74,95,68,77,82,68,68,89,Normal,Pull,Pull,1,28,1,82,1,1,24,1,70,1,1,-,5,5,4,67,70,75,64,51,57,41,123,-,72,72,70,59,53,24,42,34,70,44,65,No,82267,Bronze,32,0,32,Yes,N,0
C,Danny Jansen,R,R,58,52,63,68,84,92,73,60,65,70,85,89,71,Normal,Spray,Spray,1,24,3,70,1,1,28,3,82,1,10,-,74,55,55,23,40,49,14,21,24,45,75,58,51,-,16,-,14,-,8,42,6,7,47,No,82209,Bronze,34,0,38,Yes,N,0
3B,Josh Jung,R,R,93,93,88,78,77,64,81,93,85,76,75,63,76,Groundball,Normal,Normal,1,24,1,72,1,1,25,1,75,1,1,-,1,1,2,65,75,75,49,58,62,69,123,-,90,66,70,56,67,40,63,20,72,16,61,No,82201,Bronze,32,0,32,Yes,N,0
RP,Chase Lee,R,R,11,12,16,10,4,16,18,11,14,9,3,15,16,Normal,Normal,Normal,73,66,83,69,65,85,78,88,84,75,20,31,1,1,1,26,25,55,9,14,20,31,64,-,41,-,13,-,-,-,-,7,7,7,8,No,82492,Bronze,32,26,41,Yes,N,0
SP,Matthew Liberatore,L,L,25,25,22,24,1,18,19,25,22,24,2,18,19,Normal,Normal,Normal,66,77,85,83,74,65,74,85,80,72,59,60,1,1,2,9,26,40,2,30,10,31,40,-,29,-,-,-,13,-,-,29,27,35,26,No,81889,Bronze,54,0,60,Yes,N,0
SP,Bill Lohrman,R,R,3,2,5,6,1,16,3,4,6,12,1,8,4,Normal,Spray,Spray,41,52,87,53,52,64,80,105,114,64,70,115,-,-,-,35,23,32,39,10,5,10,71,-,-,-,-,-,-,-,-,32,58,35,19,No,82811,Bronze,50,0,105,Yes,N,0
CF,Jakob Marsee,L,L,57,56,63,84,58,100,70,58,66,85,61,108,75,Normal,Pull,Pull,1,25,1,75,1,1,26,1,76,1,1,23,1,1,1,16,19,23,20,82,83,62,40,-,27,-,-,-,96,75,87,97,82,95,59,No,82109,Bronze,31,0,36,Yes,N,0
SS,George McBride,R,R,37,52,75,62,34,92,100,33,64,83,53,90,89,Normal,Normal,Normal,1,1,1,1,2,1,1,1,1,2,1,22,-,-,-,112,72,100,100,4,10,8,-,-,-,-,-,109,-,-,-,60,75,81,59,No,82913,Bronze,62,26,69,Yes,N,0
SP,George McConnell,R,R,17,29,21,17,1,10,14,14,15,31,2,21,15,Normal,Normal,Normal,79,79,75,101,69,78,61,75,48,68,86,45,-,-,-,35,27,32,35,4,9,3,75,-,60,-,-,-,-,-,-,27,6,13,44,No,84250,Bronze,68,26,75,Yes,N,0
2B,Chase Meidroth,R,R,71,71,76,60,48,100,84,71,76,59,47,98,84,Normal,Pull,Pull,1,26,2,76,1,1,25,2,75,1,5,4,2,2,2,70,71,63,85,62,59,61,125,-,73,82,68,63,70,44,63,35,72,44,56,No,82460,Bronze,30,0,33,Yes,N,0
SS,Colson Montgomery,L,R,59,58,54,72,92,76,52,60,57,73,94,77,55,Normal,Pull,Pull,1,26,5,76,1,1,27,6,79,1,6,2,2,2,1,71,71,79,79,53,57,60,127,-,98,82,77,67,59,30,53,62,12,12,57,No,82473,Bronze,49,26,44,Yes,N,0
RP,Tommy Nance,R,R,14,16,22,22,15,12,29,14,20,20,13,10,26,Normal,Normal,Normal,80,74,81,70,77,79,75,80,69,78,19,56,1,1,1,34,36,58,28,3,3,3,81,-,73,17,26,-,-,-,-,19,23,10,25,No,82488,Bronze,33,0,38,Yes,N,0
RP,Andrew Nardi,L,L,25,25,26,21,12,34,29,25,26,21,12,34,29,Normal,Normal,Normal,109,77,67,77,77,96,72,65,73,72,14,56,3,3,1,24,19,42,24,5,15,27,54,-,41,-,-,-,-,-,-,9,18,6,3,No,82122,Bronze,34,0,40,Yes,N,0
C,Tomas Nido,R,R,85,82,81,58,85,53,81,86,81,55,71,51,77,Normal,Pull,Pull,1,26,1,78,1,1,29,1,87,1,-,-,78,79,91,31,41,62,16,16,24,60,82,86,50,8,28,-,12,-,-,1,6,9,44,No,82400,Bronze,35,0,45,Yes,N,0
LF,Lou Novikoff,R,R,79,71,90,67,75,63,116,82,95,76,79,44,110,Normal,Spray,Spray,1,3,1,1,4,1,3,1,1,4,1,25,-,-,-,1,8,3,5,41,40,66,-,-,-,-,-,-,44,-,-,48,58,35,45,No,83580,Bronze,41,0,41,Yes,N,0
C,Babe Phelps,L,R,73,74,77,139,75,65,83,73,92,112,72,58,117,Line Drive,Normal,Normal,1,5,1,1,7,1,5,1,1,7,1,23,33,58,62,6,7,6,8,3,5,9,-,43,-,-,-,-,-,-,-,28,67,17,23,No,83625,Bronze,30,0,32,Yes,N,0
2B,Jerry Priddy,R,R,79,62,72,74,57,90,85,84,79,84,61,83,75,Normal,Normal,Normal,1,1,1,1,2,1,2,1,2,2,1,3,-,-,-,67,63,46,76,6,4,8,-,-,-,72,-,50,-,-,-,45,58,34,65,No,83621,Bronze,45,26,49,Yes,N,0
RF,Luke Raley,L,R,89,90,72,69,85,69,52,89,74,74,87,69,61,Normal,Ex. Pull,Pull,1,25,1,75,1,1,25,1,73,1,1,-,1,1,1,38,38,60,24,60,63,72,85,-,74,19,30,3,70,43,67,37,72,44,60,No,82233,Bronze,34,26,35,Yes,N,0
RF,Johnathan Rodriguez,R,R,87,88,76,73,84,85,67,87,71,69,79,81,53,Normal,Pull,Pull,1,26,2,77,1,1,26,2,77,1,7,-,1,1,2,13,23,23,5,51,54,99,38,-,29,-,-,-,65,36,69,43,58,15,44,No,82440,Bronze,34,0,36,Yes,N,0
C,Jake Rogers,R,R,71,66,67,66,88,79,70,73,67,71,84,70,63,Normal,Pull,Pull,1,22,1,65,1,1,28,1,82,1,1,-,80,83,74,36,47,70,26,31,37,71,90,83,66,23,39,1,34,-,34,49,16,7,48,No,82407,Bronze,30,0,30,Yes,N,0
1B,Carlos Santana,S,R,55,63,77,56,76,97,94,52,68,63,76,105,84,Normal,Ex. Pull,Pull,1,30,1,89,1,1,22,1,64,1,1,-,20,20,27,44,46,55,30,40,44,60,92,3,65,31,33,18,43,11,38,10,85,19,51,No,81843,Bronze,31,0,28,Yes,N,0
RP,Paxton Schultz,L,R,19,19,20,16,2,10,22,20,22,17,3,11,24,Normal,Normal,Normal,70,72,78,74,72,72,75,79,79,74,32,38,1,1,1,39,43,55,16,9,23,12,87,-,75,16,28,3,-,-,-,20,23,9,28,No,82028,Bronze,27,0,26,Yes,N,0
SS,Everett Scott,R,R,43,60,84,43,40,55,118,38,71,65,62,57,101,Normal,Normal,Normal,1,1,1,1,2,1,1,1,1,2,1,23,-,-,-,100,77,95,96,7,2,1,-,-,-,-,-,100,-,-,-,67,75,80,57,No,84350,Bronze,53,0,59,Yes,N,0
SP,Rip Sewell,L,R,38,27,31,54,30,43,35,42,47,74,45,50,55,Normal,Pull,Pull,43,62,66,55,66,59,92,86,114,81,72,115,-,-,-,31,18,24,24,7,8,3,58,-,-,-,-,-,-,-,-,25,11,6,29,No,84029,Bronze,56,0,56,Yes,N,0
SP,Hal Smith,R,R,1,1,4,4,1,4,1,1,4,4,1,4,1,Normal,Spray,Spray,37,71,81,77,69,58,79,111,87,75,64,54,-,-,-,27,20,23,23,2,6,1,55,-,-,-,-,-,-,-,-,7,6,4,10,No,84255,Bronze,39,0,39,Yes,N,0
3B,Red Smith,R,R,65,80,82,56,74,75,85,60,75,72,79,82,94,Normal,Normal,Normal,1,5,1,1,7,1,5,1,1,7,1,24,-,-,-,66,56,78,34,8,10,4,-,-,-,-,62,-,-,-,-,71,77,78,54,No,83557,Bronze,61,35,78,Yes,N,0
SP,Jameson Taillon,R,R,31,31,31,17,5,12,34,31,31,17,5,12,34,Normal,Normal,Normal,61,70,91,96,57,66,73,96,97,61,58,39,-,-,-,28,33,39,22,-,-,-,72,-,60,6,9,-,-,-,-,21,22,15,28,No,82006,Bronze,35,0,30,Yes,N,0
RP,Kai-Wei Teng,R,R,16,16,20,18,4,20,23,16,20,18,4,20,23,Normal,Normal,Normal,82,75,71,77,74,81,77,69,81,75,33,47,-,-,-,15,22,28,11,-,-,-,42,-,34,-,-,-,-,-,-,10,8,13,11,No,84973,Bronze,56,26,64,Yes,N,0
RP,Ryan Thompson,R,R,14,16,16,27,2,27,15,14,15,26,1,26,14,Normal,Spray,Spray,54,74,82,80,72,72,92,93,92,93,14,78,4,4,3,37,23,51,19,24,21,30,75,-,64,4,16,-,14,-,4,16,19,6,22,No,81856,Bronze,28,0,32,Yes,N,0
RP,Justin Topa,R,R,17,17,28,28,15,28,33,17,28,28,15,28,33,Normal,Normal,Normal,64,86,87,67,96,65,89,87,71,98,13,49,2,2,1,17,24,58,11,7,16,21,54,-,39,-,4,-,-,-,-,12,5,13,19,No,82346,Bronze,33,0,38,Yes,N,0
SP,Happy Townsend,R,R,3,2,6,33,1,21,5,4,9,18,2,11,10,Normal,Spray,Spray,95,66,43,55,72,97,86,44,114,73,85,64,-,-,-,24,25,26,30,3,9,5,58,-,-,-,-,-,-,-,-,53,61,63,45,No,84251,Bronze,56,0,59,Yes,N,0
SP,Matt Waldron,R,R,23,25,30,23,7,15,35,23,30,21,6,13,34,Normal,Normal,Normal,70,67,81,77,62,70,68,80,78,63,62,42,3,3,1,22,32,58,9,19,19,23,67,-,45,-,16,-,7,-,-,18,17,17,21,No,81740,Bronze,33,0,32,Yes,N,0
RP,Tyler Wells,R,R,15,16,18,19,10,17,19,15,17,18,9,16,18,Normal,Normal,Normal,72,70,93,100,56,70,68,91,98,54,33,52,1,1,1,22,33,54,23,25,33,53,69,-,61,2,17,-,23,-,18,9,7,6,13,No,82648,Bronze,34,0,40,Yes,N,0
3B,Russ Wrightstone,L,R,49,36,69,50,71,58,98,54,78,62,98,51,109,Normal,Spray,Spray,1,5,1,1,7,1,5,1,2,7,1,13,-,-,-,62,64,75,41,46,52,61,-,-,69,58,62,48,50,-,-,60,58,53,65,No,83563,Bronze,84,0,90,Yes,N,0
2B,Pep Young,R,R,68,52,73,73,61,65,96,73,75,89,39,56,78,Normal,Pull,Pull,1,1,1,1,1,1,1,1,2,1,1,13,-,-,-,106,66,76,102,9,7,1,-,-,-,118,92,96,-,-,-,54,73,34,70,No,82909,Bronze,33,0,36,Yes,N,0
SS,Gabriel Arias,R,R,89,87,74,74,77,65,63,90,76,76,77,62,64,Normal,Pull,Spray,1,24,1,72,1,1,26,1,77,1,1,-,4,4,1,78,78,87,65,65,62,80,135,-,90,86,86,74,78,53,76,48,72,52,56,No,82436,Bronze,31,0,31,Yes,N,0
SP,Dick Barrett,R,R,1,3,6,6,1,5,4,1,5,3,1,10,4,Normal,Pull,Pull,57,96,66,137,76,76,60,67,50,65,75,33,-,-,-,32,39,31,23,4,8,5,78,-,-,-,-,-,-,-,-,9,6,4,13,No,82809,Bronze,96,26,255,Yes,N,0
LF,Dylan Beavers,L,R,74,73,68,75,74,85,64,75,70,80,79,87,66,Normal,Pull,Pull,1,29,34,78,5,1,30,34,81,5,54,44,1,1,2,27,29,55,22,63,62,71,71,-,57,5,17,-,73,48,69,56,78,57,48,No,82638,Bronze,32,0,33,Yes,N,0
SP,Fred Beebe,R,R,16,9,30,70,1,36,40,19,41,69,1,21,62,Normal,Normal,Normal,85,59,54,49,64,90,87,60,123,70,73,56,-,-,-,28,17,24,27,3,8,7,54,-,-,-,-,-,-,-,-,41,9,9,29,No,84025,Bronze,64,0,88,Yes,N,0
SP,Huck Betts,R,R,23,13,34,35,1,52,49,27,51,20,1,62,71,Normal,Spray,Spray,39,63,103,53,69,51,82,107,107,70,67,102,-,-,-,34,29,29,23,6,5,4,74,-,-,-,-,-,-,-,-,16,6,3,28,No,84024,Bronze,134,30,222,Yes,N,0
1B,Dick Burrus,L,L,82,68,77,58,62,89,88,87,100,79,55,65,114,Normal,Normal,Normal,1,1,1,1,1,1,1,1,2,1,1,3,-,-,-,26,38,31,31,4,4,9,-,-,44,-,-,-,-,-,-,45,56,53,60,No,82884,Bronze,45,0,50,Yes,N,0
RP,Ben Casparius,R,R,44,46,43,58,56,47,42,44,41,56,55,45,41,Normal,Pull,Pull,72,68,71,78,64,79,72,74,78,70,30,38,3,3,2,40,49,60,42,36,33,57,93,-,75,33,38,21,35,-,31,46,47,38,53,No,81787,Bronze,35,0,31,Yes,N,0
RP,Taylor Clarke,R,R,14,15,17,15,6,14,18,14,16,13,6,12,17,Normal,Normal,Normal,56,71,91,89,62,64,78,98,90,72,25,46,1,1,1,21,52,50,43,3,3,3,82,-,60,17,24,-,-,-,-,18,12,13,28,No,81852,Bronze,33,0,35,Yes,N,0
LF,Jasson Dominguez,S,R,81,81,72,71,75,84,64,81,73,68,77,88,66,Normal,Pull,Pull,1,26,6,76,1,1,26,7,78,1,8,4,3,3,3,39,34,48,25,65,64,68,82,-,54,19,21,2,75,50,70,65,94,82,58,No,82557,Bronze,38,0,40,Yes,N,0
CL,Seranthony Dominguez,R,R,38,38,36,34,5,20,37,38,36,34,5,20,37,Normal,Normal,Normal,91,74,60,90,67,105,80,63,98,71,15,61,1,1,1,28,24,63,20,11,19,26,69,-,44,-,20,-,-,-,-,9,7,18,2,No,82483,Bronze,30,0,30,Yes,N,0
SP,Freddie Fitzsimmons,R,R,25,14,20,51,35,46,26,29,27,50,46,39,27,Normal,Spray,Spray,48,61,91,61,62,65,82,75,120,63,68,58,-,-,-,35,42,40,42,8,10,3,84,-,-,-,-,-,-,-,-,5,6,4,5,No,83103,Bronze,43,26,43,Yes,N,0
RF,Jake Fraley,L,L,74,70,75,63,67,81,82,76,79,66,68,83,84,Normal,Spray,Spray,1,22,1,65,1,1,27,1,79,1,1,-,1,1,1,40,39,48,16,71,70,58,84,-,61,-,-,-,81,58,73,44,77,69,68,No,82533,Bronze,33,0,33,Yes,N,0
RP,Michael Fulmer,R,R,27,27,27,19,5,34,29,27,27,19,5,34,29,Normal,Normal,Normal,89,71,69,73,71,91,76,70,81,74,13,56,-,-,-,25,32,36,13,-,-,-,66,-,51,-,3,-,-,-,-,18,18,10,26,No,81724,Bronze,31,0,32,Yes,N,0
RP,John Gant,R,R,1,1,4,3,1,3,1,1,4,3,1,3,1,Normal,Normal,Normal,51,95,32,129,79,65,121,66,113,126,38,89,-,-,-,28,20,24,23,9,3,2,56,-,-,-,-,-,-,-,-,8,6,3,13,No,84821,Bronze,62,0,77,Yes,N,0
SP,Bill Gatewood,R,R,63,63,59,79,83,76,55,63,58,77,82,75,53,Normal,Normal,Spray,48,81,83,93,75,47,79,83,90,74,68,60,1,1,1,51,23,45,25,53,59,65,83,-,59,-,19,-,-,-,56,27,11,4,29,No,84426,Bronze,58,26,64,Yes,N,0
RP,Hogan Harris,R,L,21,21,21,22,9,14,22,21,21,22,9,14,22,Normal,Normal,Normal,92,84,61,92,80,80,79,58,90,74,32,73,3,3,3,22,12,36,7,6,8,11,42,-,34,-,-,-,-,-,-,14,12,8,21,No,82281,Bronze,30,0,31,Yes,N,0
SP,Claude Hendrix,R,R,39,29,22,67,31,44,16,43,35,82,48,33,30,Normal,Spray,Spray,89,63,64,46,72,88,76,63,87,71,76,71,-,-,-,33,29,29,26,3,6,10,72,-,-,-,-,-,-,-,-,85,68,79,97,No,83106,Bronze,48,26,50,Yes,N,0
CF,Kyle Isbel,L,R,77,77,79,78,51,63,82,78,81,84,61,64,87,Normal,Normal,Normal,1,25,1,74,1,1,25,1,75,1,1,-,1,1,2,19,23,38,9,95,85,64,49,-,30,-,-,-,111,94,102,105,72,55,70,No,82375,Bronze,34,0,34,Yes,N,0
CF,Baby Doll Jacobson,R,R,62,67,80,151,62,36,98,61,78,114,83,55,99,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,19,-,-,-,5,6,10,8,66,74,45,-,-,-,-,-,-,74,49,62,32,65,35,45,No,83517,Bronze,67,0,75,Yes,N,0
CF,George Johnson,R,R,44,44,69,148,80,71,91,44,69,148,79,71,91,Line Drive,Ex. Pull,Normal,1,11,1,20,7,1,11,1,21,7,1,25,1,1,1,10,5,10,8,82,71,72,-,-,-,-,-,-,96,75,90,59,68,65,61,No,84423,Bronze,77,0,104,Yes,N,0
SP,Sam Jones,R,R,24,31,30,85,33,42,32,22,23,64,52,48,24,Normal,Normal,Normal,47,89,63,111,78,61,77,69,75,78,86,115,-,-,-,28,23,25,26,3,7,10,59,-,-,-,-,-,-,-,-,47,49,42,49,No,83092,Bronze,60,26,52,Yes,N,0
RP,John King,L,L,17,16,18,9,7,9,19,18,19,10,8,10,20,Normal,Normal,Normal,64,89,96,74,97,57,81,92,73,86,17,68,2,2,2,30,14,68,9,29,21,10,61,-,43,-,-,-,14,-,-,10,13,5,12,No,82100,Bronze,32,0,36,Yes,N,0
SP,Zack Littell,R,R,47,47,35,17,15,28,23,47,35,17,15,28,23,Normal,Normal,Normal,62,64,99,80,56,65,71,101,87,63,72,47,2,2,2,21,28,54,11,7,19,35,61,-,46,-,12,-,-,-,-,16,20,10,18,No,84956,Bronze,30,0,31,Yes,N,0
RP,Brad Lord,R,R,15,16,19,22,11,15,21,15,18,21,10,15,21,Normal,Pull,Spray,60,76,83,84,72,64,80,86,87,77,35,27,1,1,1,25,24,45,14,36,28,23,61,-,46,-,8,-,27,-,10,32,28,26,44,No,82029,Bronze,29,0,30,No,N,0
2B,Johnny Lucadello,S,R,65,60,79,122,58,81,106,67,84,80,36,91,107,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,24,-,-,-,44,49,41,49,1,6,9,-,-,-,38,29,20,-,-,-,49,70,35,42,No,83488,Bronze,46,26,46,Yes,N,0
SP,Tyler Mahle,R,R,25,25,25,21,14,17,26,25,25,21,14,17,26,Normal,Normal,Normal,66,75,79,81,72,65,76,78,84,73,62,48,1,1,2,32,20,52,14,10,25,35,67,-,52,-,13,-,-,-,-,18,11,16,27,No,81731,Bronze,30,0,50,Yes,N,0
RP,Joe Mantiply,R,L,26,26,29,36,2,39,31,26,29,36,2,39,31,Normal,Normal,Normal,77,89,105,76,96,66,69,96,66,71,13,64,2,2,1,32,16,54,6,15,21,33,62,-,51,-,-,-,2,-,-,17,18,10,23,No,84952,Bronze,60,26,71,Yes,N,0
LF,Austin Martin,R,R,78,80,82,71,38,104,85,78,80,68,41,97,85,Groundball,Spray,Spray,1,26,1,76,1,1,25,1,75,1,10,-,3,3,2,62,77,56,64,62,62,57,121,-,80,69,60,52,69,44,62,46,77,64,60,No,82337,Bronze,36,0,27,Yes,N,0
RF,Luis Matos,R,R,62,65,82,76,82,73,104,62,80,73,76,65,105,Normal,Normal,Normal,1,27,5,79,1,1,25,6,75,1,8,3,2,2,3,24,30,39,11,74,74,61,63,-,38,-,5,-,86,63,78,32,80,42,58,No,81707,Bronze,30,26,31,Yes,N,0
SP,Lance McCullers Jr.,L,R,35,35,31,24,11,32,29,35,31,24,11,32,29,Normal,Normal,Normal,86,76,64,76,76,79,75,62,79,74,61,61,-,-,-,30,30,46,32,-,-,-,74,-,49,13,15,-,-,-,-,23,17,20,31,No,82188,Bronze,30,0,36,Yes,N,0
RP,Tobias Myers,R,R,17,16,24,13,2,5,31,18,24,14,2,5,30,Normal,Normal,Normal,65,73,84,80,70,67,76,85,85,72,43,56,4,4,1,28,81,35,33,3,3,3,98,-,58,28,27,-,-,-,-,17,22,14,15,No,82073,Bronze,30,0,30,Yes,N,0
3B,Kevin Newman,R,R,87,89,96,72,39,64,102,87,92,69,52,55,95,Groundball,Pull,Normal,1,25,1,74,1,1,26,1,76,1,1,-,4,4,1,73,81,65,68,44,46,55,131,-,88,81,73,65,46,15,40,36,76,41,63,No,82368,Bronze,33,0,30,Yes,N,0
SP,Mitchell Parker,L,L,24,24,22,25,15,19,20,24,22,25,15,19,20,Normal,Normal,Normal,70,83,80,80,85,61,76,74,78,75,62,61,1,1,4,8,13,38,12,4,8,8,27,-,20,-,-,-,-,-,-,18,26,12,15,No,82031,Bronze,29,0,26,Yes,N,0
SP,Claude Passeau,R,R,28,24,17,71,25,33,11,30,23,57,33,33,17,Normal,Spray,Spray,62,62,88,47,70,80,65,85,61,68,78,107,-,-,-,32,41,35,31,8,5,8,80,-,-,-,-,-,-,-,-,8,6,5,11,No,82665,Bronze,51,0,44,Yes,N,0
RP,Wandy Peralta,L,L,25,25,29,13,1,32,33,25,29,13,1,32,33,Normal,Normal,Normal,84,88,73,86,90,74,79,70,80,79,13,56,-,-,-,28,14,35,19,-,-,-,53,-,36,-,-,-,-,-,-,18,11,20,23,No,81757,Bronze,32,0,37,Yes,N,0
CF,Everson Pereira,R,R,81,81,68,71,88,77,54,82,68,69,86,73,52,Normal,Normal,Normal,1,25,7,75,1,1,27,7,80,1,10,-,2,2,2,8,18,18,4,75,74,65,26,-,17,-,-,-,88,65,81,60,78,55,58,No,82472,Bronze,31,0,38,Yes,N,0
SP,Joel Pineiro,R,R,1,1,4,3,1,4,1,1,4,3,1,4,1,Normal,Pull,Pull,54,72,94,73,72,47,71,110,81,67,76,115,-,-,-,25,40,32,33,4,8,5,75,-,-,-,-,-,-,-,-,11,11,5,15,No,83108,Bronze,37,0,45,Yes,N,0
SP,Jack Powell,R,R,30,40,33,44,6,40,27,25,26,66,4,25,29,Normal,Spray,Spray,53,87,88,121,70,51,65,88,57,69,79,59,-,-,-,23,25,21,16,8,9,4,53,-,-,-,-,-,-,-,-,59,71,65,50,No,83105,Bronze,46,0,45,Yes,N,0
SP,Pat Ragan,R,R,6,11,11,62,17,28,8,5,12,39,32,18,17,Normal,Normal,Normal,65,83,84,120,65,65,61,87,56,64,76,71,-,-,-,31,27,27,23,6,8,1,67,-,-,-,-,-,-,-,-,53,71,71,36,No,83114,Bronze,68,26,50,Yes,N,0
RP,Tony Santillan,R,R,29,29,29,22,13,21,31,29,29,22,13,21,30,Normal,Normal,Normal,86,78,65,90,73,90,83,66,95,77,16,45,1,1,1,21,51,65,49,56,44,55,84,-,58,20,34,-,59,33,52,30,11,31,48,No,81970,Bronze,31,0,39,Yes,N,0
SP,Dupee Shaw,L,L,8,8,29,43,4,41,40,9,30,44,5,43,42,Normal,Normal,Normal,73,72,64,74,72,75,78,64,88,73,82,60,-,-,-,25,28,25,22,52,63,68,60,-,-,-,-,-,-,-,57,85,91,103,74,No,83104,Bronze,73,0,81,Yes,N,0
RP,Justin Slaten,R,R,19,19,20,23,3,14,20,19,20,23,3,14,20,Normal,Normal,Normal,76,76,75,76,76,76,78,75,81,77,22,42,2,2,4,22,12,47,13,33,5,1,45,-,36,-,-,-,-,-,-,17,17,12,21,No,82597,Bronze,31,0,43,Yes,N,0
RP,Jesus Tinoco,R,R,40,40,35,27,10,32,34,40,35,27,10,32,34,Normal,Normal,Normal,68,75,73,73,76,77,84,76,86,83,19,70,-,-,-,14,27,25,8,-,-,-,45,-,36,-,-,-,-,-,-,16,17,9,22,No,82121,Bronze,30,0,33,Yes,N,0
SS,Specs Toporcer,L,R,49,46,75,76,37,140,106,51,75,74,60,86,102,Normal,Pull,Pull,1,3,1,1,4,1,3,1,1,4,1,12,-,-,-,66,79,65,59,3,6,10,-,-,-,71,67,57,-,-,-,60,73,53,53,No,83562,Bronze,45,0,54,Yes,N,0
RP,Mike Vasil,L,R,16,16,15,14,11,14,14,17,16,15,12,15,15,Normal,Normal,Normal,64,79,73,80,79,68,87,74,95,83,45,40,2,2,5,17,18,69,3,37,30,29,50,-,37,-,2,-,30,-,17,22,28,12,26,No,82482,Bronze,30,0,34,Yes,N,0
LF,Nelson Velazquez,R,R,63,66,70,70,92,77,76,63,67,64,92,74,73,Normal,Ex. Pull,Pull,1,27,1,79,1,1,24,1,72,1,1,-,1,1,2,30,44,54,18,55,56,69,82,-,55,10,25,-,63,36,60,42,75,54,62,No,81870,Bronze,41,0,35,Yes,N,0
CF,Matt Vierling,R,R,79,81,82,82,69,77,84,79,79,79,70,74,82,Normal,Pull,Pull,1,42,23,80,24,1,42,24,76,25,45,41,2,2,2,38,40,70,39,64,58,75,88,-,74,28,38,11,75,50,72,68,70,31,69,No,82404,Bronze,34,0,34,Yes,N,0
SS,Anthony Volpe,R,R,72,76,78,90,78,85,82,71,73,87,75,76,77,Normal,Pull,Pull,1,26,1,78,1,1,24,1,72,1,1,-,-,-,3,83,81,66,69,66,60,54,136,-,76,90,78,73,72,48,64,65,84,75,78,No,82568,Bronze,33,26,34,Yes,N,0
1B,LaMonte Wade Jr.,L,L,64,64,68,60,75,98,73,64,71,62,79,103,81,Normal,Normal,Normal,1,28,18,78,4,1,27,15,78,2,1,-,4,4,4,28,45,63,24,56,55,64,83,-,57,-,-,-,62,35,58,41,16,3,73,No,82467,Bronze,31,0,31,Yes,N,0
SP,Earl Whitehill,L,L,26,15,15,31,60,46,13,30,27,38,55,46,26,Normal,Normal,Normal,95,56,59,40,65,86,72,68,80,69,82,49,-,-,-,27,19,22,20,3,8,2,53,-,-,-,-,-,-,-,-,7,6,5,9,No,83066,Bronze,111,26,123,Yes,N,0
RP,Alex Wilson,R,R,1,1,4,3,1,3,1,1,4,3,1,3,1,Normal,Spray,Spray,48,88,71,76,94,56,91,95,86,94,19,115,-,-,-,30,20,24,23,3,2,1,59,-,-,-,-,-,-,-,-,5,6,4,5,No,83115,Bronze,28,0,29,No,N,0
RF,Whitey Witt,L,R,73,70,72,92,70,105,75,75,84,67,48,89,94,Normal,Normal,Normal,1,5,1,1,7,1,5,1,1,7,1,1,-,-,-,5,7,7,7,60,66,54,-,-,-,-,-,-,67,40,59,62,65,73,51,No,83553,Bronze,51,0,60,Yes,N,0
RP,Grant Anderson,R,R,46,46,37,32,10,18,30,46,37,32,10,18,30,Normal,Normal,Normal,82,70,69,80,65,89,79,71,91,74,19,31,2,2,1,23,17,38,18,13,21,28,50,-,33,-,-,-,-,-,-,13,13,6,21,No,81920,Bronze,29,0,29,Yes,N,0
SS,Charlie Babb,S,R,78,86,74,47,17,91,63,75,79,68,32,97,86,Groundball,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,4,-,-,-,86,70,78,71,6,5,5,-,-,76,-,-,76,-,-,-,61,88,85,64,No,82882,Bronze,104,0,199,Yes,N,0
RP,Scott Barlow,R,R,34,34,35,26,4,23,39,34,35,26,4,23,39,Normal,Normal,Normal,92,79,62,91,74,91,81,62,94,75,15,53,-,-,-,15,31,48,26,-,-,-,58,-,40,-,-,-,-,-,-,9,5,8,15,No,82279,Bronze,28,26,32,Yes,N,0
